codigo_interno,etapa,core,linha,produto_compra,eixo_a,eixo_b,novo_sku,sku_atual
L0I-LIB,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,CAIXA D'ÁGUA,2000L,2000L,CAIXA D'ÁGUA 2000L,CAIXA D'ÁGUA GREEN 2000L
R8C-7YF,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,CAIXA D'ÁGUA,1000L,1000L,CAIXA D'ÁGUA 1000L,CAIXA D'ÁGUA GREEN 1000L
SKM-Z70,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,CAIXA D'ÁGUA,500L,500L,CAIXA D'ÁGUA 500L,CAIXA D'ÁGUA GREEN 500L
VIL-R7Y,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CAIXA DE DESCARGA,SUSPENSA,9L,CAIXA DE DESCARGA SUSPENSA 9L,CAIXA DE DESCARGA SUSPENSA 9L ASTRA
0VD-L46,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,PLÁSTICO,5,CHUVEIRO PLÁSTICO 5,CHUVEIRO PLÁSTICO 5 C/BRAÇO - S/REGISTRO
4JX-CIO,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED ELETRÔNICO LORENZETTI
BXG-G87,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,PLÁSTICO,4,CHUVEIRO PLÁSTICO 4,CHUVEIRO PLÁSTICO 4 CROMADO
BZY-404,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,PLÁSTICO,7,CHUVEIRO PLÁSTICO 7,CHUVEIRO PLÁSTICO 7 BRANCO
E5R-MMT,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,LOREN SHOWER,CHUVEIRO ELÉTRICO 127 V/ 5500W LOREN SHOWER,CHUVEIRO ELÉTRICO 127 V/ 5500W LOREN SHOWER ELETRÔNICO LORENZETTI
I0B-Z0B,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,PLÁSTICO,4,CHUVEIRO PLÁSTICO 4,CHUVEIRO PLÁSTICO 4 BRANCO
K36-3OL,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,PLASTICO,ARTICULADO,CHUVEIRO PLASTICO ARTICULADO,CHUVEIRO PLASTICO ARTICULADO CROMADO JAPI
KI1-4E5,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM BRANCO LORENZETTI
MS9-D8N,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ACQUA DUO,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA DUO,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA DUO BRANCO LORENZETTI
MVY-J8B,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM PRETO LORENZETTI
P7R-FNU,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED BLINDADO LORENZETTI
SZ9-IRE,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ACQUA WAVE,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA WAVE,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA WAVE BRANCO LORENZETTI
T59-6G3,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,LOREN BELLO C/CANO,CHUVEIRO ELÉTRICO 127 V/ 5500W LOREN BELLO C/CANO,CHUVEIRO ELÉTRICO 127 V/ 5500W LOREN BELLO C/CANO BRANCO LORENZETTI
T6O-V8F,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,DUO SHOWER,CHUVEIRO ELÉTRICO 127 V/ 5500W DUO SHOWER,CHUVEIRO ELÉTRICO 127 V/ 5500W DUO SHOWER BRANCO LORENZETTI
TF3-3VS,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM,CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA STORM CROMADO LORENZETTI
W0B-9C4,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO,ELÉTRICO 127 V/ 5500W,ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED,CHUVEIRO ELÉTRICO 127 V/ 5500W ADVANCED MULTITEMPERATURAS LORENZETTI
O10-QWQ,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO 8 COMBRAÇO 30CM,PLÁSTICO,8,CHUVEIRO 8 COMBRAÇO 30CM PLÁSTICO 8,CHUVEIRO 8 COMBRAÇO 30CM S PLÁSTICO 8 C/BRAÇO - S/REGISTRO CROMADO
64M-Q0T,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO ABS BRANCO,PLÁSTICO,8,CHUVEIRO ABS BRANCO PLÁSTICO 8,CHUVEIRO ABS BRANCO PLÁSTICO 8 C/BRAÇO - S/REGISTRO BRANCO
8D1-0J6,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO ELETRICO BR 3,3 TEMP 220V/5500W TRAMONTINA,,CHUVEIRO ELETRICO BR 3 TEMP 220V/5500W TRAMONTINA,CHUVEIRO ELETRICO BR 3 TEMP 220V 3 TEMP 220V/5500W TRAMONTINA
S0Z-ORY,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO PLÁSTICO,PLÁSTICO,9,CHUVEIRO PLÁSTICO 9,CHUVEIRO PLÁSTICO PLÁSTICO 9 C/BRAÇO - S/REGISTRO BRANCO
KPM-NZ3,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO PLASTICO CROMADO,12 X 1/2 ASTRA,,CHUVEIRO PLASTICO CROMADO 12 X 1/2 ASTRA,CHUVEIRO PLASTICO CROMADO 12 X 1/2 ASTRA
I1E-U8K,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO PVC 4 S/REG,4 S/REG BRANCO REBOUÇAS,,CHUVEIRO PVC 4 S/REG 4 S/REG BRANCO REBOUÇAS,CHUVEIRO PVC 4 S/REG 4 S/REG BRANCO REBOUÇAS
T9I-93U,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO PVC COM REGISTRO,,,CHUVEIRO PVC COM REGISTRO,CHUVEIRO PVC COM REGISTRO
SD9-LN0,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO QUADRADO 15 X,15 X 15cm CROMADO,,CHUVEIRO QUADRADO 15 X 15 X 15cm CROMADO,CHUVEIRO QUADRADO 15 X 15 X 15cm CROMADO
QSE-Q2E,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CHUVEIRO REDONDO,10cm CROMADO,,CHUVEIRO REDONDO 10cm CROMADO,CHUVEIRO REDONDO 10cm CROMADO
0LM-A43,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,VENEZA BRANCA,JAPI,CUBA DE APOIO VENEZA BRANCA JAPI,CUBA DE APOIO VENEZA BRANCA JAPI
19T-4N7,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,SOTTILE REDONDA BRANCA,JAPI,CUBA DE APOIO SOTTILE REDONDA BRANCA JAPI,CUBA DE APOIO SOTTILE REDONDA BRANCA JAPI
1VT-UEH,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,SOTTILE QUAD CALACATA GOLD,JAPI,CUBA DE APOIO SOTTILE QUAD CALACATA GOLD JAPI,CUBA DE APOIO SOTTILE QUAD CALACATA GOLD JAPI
5XL-0FK,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,MODENA BRANCA,JAPI,CUBA DE APOIO MODENA BRANCA JAPI,CUBA DE APOIO MODENA BRANCA JAPI
8Z0-Z5G,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,NOVA BOLONHA BRANCA,JAPI,CUBA DE APOIO NOVA BOLONHA BRANCA JAPI,CUBA DE APOIO NOVA BOLONHA BRANCA JAPI
GBB-0OJ,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,CAPRI,JAPI,CUBA DE APOIO CAPRI JAPI,CUBA DE APOIO CAPRI JAPI
NDQ-I9U,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,RAVENA BRANCA,JAPI,CUBA DE APOIO RAVENA BRANCA JAPI,CUBA DE APOIO RAVENA BRANCA JAPI
RHN-8PH,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA DE APOIO,SOTTILE QUAD NERO,JAPI,CUBA DE APOIO SOTTILE QUAD NERO JAPI,CUBA DE APOIO SOTTILE QUAD NERO JAPI
1NI-Q6K,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA EMBUTIR,40X34X17,,CUBA EMBUTIR 40X34X17,CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 40X34X17
FEJ-L3U,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA EMBUTIR,47X30X17,,CUBA EMBUTIR 47X30X17,CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 47X30X17
JLU-4YO,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA EMBUTIR,56X34X17,,CUBA EMBUTIR 56X34X17,CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 56X34X17
DGW-7P3,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,CUBA EMBUTIR,77X 77X45,,CUBA EMBUTIR 77X 77X45,CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 77X 77X45X15 (DUPLA)
Z0D-Y7Z,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,DUCHA HIGIENICA,J4,JAPI,DUCHA HIGIENICA J4 JAPI,DUCHA HIGIENICA J4 JAPI
LBI-P42,3 — Instalações brutas,AGUA_FRIA_ROSCAVEL,ROSCÁVEL,ENGATE FLEXÍVEL,60CM,,ENGATE FLEXÍVEL 60CM,ENGATE FLEX PVC C/ ANEL 60CM
QHQ-1WT,3 — Instalações brutas,AGUA_FRIA_ROSCAVEL,ROSCÁVEL,ENGATE FLEXÍVEL,1794 C18 DN1 60 CM,,ENGATE FLEXÍVEL 1794 C18 DN1 60 CM,ENGATE FLEXIVEL TRANÇADO 1794 C18 DN1 60 CM
I1J-CDS,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,GRELHA,1790 C19 100MM,,GRELHA 1790 C19 100MM,GRELHA INOX QUADRADA 1790 C19 100MM
IO7-NTF,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,GRELHA,1780 C19 100MM,,GRELHA 1780 C19 100MM,GRELHA INOX REDONDA 1780 C19 100MM
HQP-C8A,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,MICTORIO COM SIFAO BARI,,,MICTORIO COM SIFAO BARI,MICTORIO COM SIFAO BARI
RVK-Q6J,8 — Transversal,FIXACAO,PARAFUSO,PARAFUSO ASSENTO SANITÁRIO,,,PARAFUSO ASSENTO SANITÁRIO,PARAFUSO P/ASSENTO SANITARIO
ZKK-T28,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,PIA,47X42,,PIA 47X42,"PIA BANHEIRO LOGASA C/COLUNA 47x42,5 BRANCO"
0EB-OV1,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,PIA,105X52,,PIA 105X52,PIA DECORALITA BRANCO 01CUBA 105X52
4W9-RW2,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,PIA,50X40CM,,PIA 50X40CM,PIA PLASTICA ASTRA 8LTS 50X40CM BRANCO
JSJ-SA0,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,PIA,105X52,,PIA 105X52,PIA TRAMONTINA AÇO INOX 01CUBA 105X52
916-3ZE,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,PIA,120X52,,PIA 120X52,PIA TRAMONTINA AÇO INOX 01CUBA 120X52
Z0E-VUO,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,RALO,,,RALO,RALO SIMPLES REDONDO - REBOUCAS
QS4-PSR,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,REGISTRO,1/2,,REGISTRO 1/2,REGISTRO PARA CHUVEIRO BRANCO 1/2
TJH-S7T,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,REGISTRO,1/2,,REGISTRO 1/2,REGISTRO PARA CHUVEIRO BRANCO 1/2
FHQ-02Z,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,REGISTRO,3/4,,REGISTRO 3/4,REGISTRO PARA CHUVEIRO BRANCO 3/4
44J-C1D,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,REGISTRO,3/4,,REGISTRO 3/4,REGISTRO PARA CHUVEIROBRANCO 3/4
8Y2-OTO,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,TANQUE DECORALITA MARMOFIBRA DUPLO,102X50,,TANQUE DECORALITA MARMOFIBRA DUPLO 102X50,TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 MARROM IMPERIAL
OPC-5P4,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,BIC MOV,COZ,TORNEIRA BIC MOV COZ,TORNEIRA BIC MOV COZ IHP CROMADA DN15 I/4 VOLTA 1156MIHP
SH8-PWW,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,BIC MOV,COZ,TORNEIRA BIC MOV COZ,TORNEIRA BIC MOV COZ IHP CROMADA DN15 I/4 VOLTA
VQL-VI0,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,BIC MOV,COZ,TORNEIRA BIC MOV COZ,TORNEIRA BIC MOV COZ IHP CROMADA DN15 I/4 VOLTA 1156MIHP
4T1-52O,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PURIFICADOR,,,TORNEIRA PURIFICADOR,TORNEIRA (PURIFICADOR) ACQUA BELLA MESA
2AX-V8I,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PURIFICADOR,,,TORNEIRA PURIFICADOR,TORNEIRA (PURIFICADOR) ACQUA BELLA PAREDE
P2O-L4L,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PURIFICADOR,,,TORNEIRA PURIFICADOR,TORNEIRA (PURIFICADOR) ACQUA DUE MESA
ZFG-Q25,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PURIFICADOR,,,TORNEIRA PURIFICADOR,TORNEIRA (PURIFICADOR) ACQUA DUE PAREDE
P85-O76,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA MONOCOMANDO,,,TORNEIRA MONOCOMANDO,TORNEIRA 2877 C70 MONOCOMANDO WATERFALL
F8M-1O5,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA BIC MOV P/ PIA COZ PAREDE ABS DN15
0FQ-TGE,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA BIC MOV P/PIA COZ MESA ABS DN15
TG8-MQR,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOV P/ LAVAT MESA ABS TUBO CURVO DN15
YPK-P2E,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOV P/ LAVATORIO MESA ABS BRANCA 1 DN15
LV0-IUR,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOV P/ PIA COZ MESA ABS BRANCA 1 DN15
W4U-OGT,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL DE MESA PIA/COZINHA J4 DN15
11D-153,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL DE PAREDE  PIA/COZINHA J4 DN15
SV7-Q22,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL MESA 1156 SHK ABS
DRS-M0Q,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL MESA LAV 1195 SHK
KG3-BSR,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MÓVEL MESA LAVATÓRIO SHB ABS 1/4 DE VOLTA DN15
0E4-4JI,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MÓVEL MESA SHB ABS 1/4 DE VOLTA DN15
DSM-KP4,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL PARA LAVATORIO J4 DN15
VV9-MRR,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MÓVEL PAREDE SHB ABS 1/4 DE VOLTA DN15
M0Y-YQZ,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA BICA MOVEL TIPO U IHP DN15
JMH-O79,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA COZINHA,,,TORNEIRA COZINHA,TORNEIRA DE MESA PARA COZINHA CROMADA DN15
5AE-0MX,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA BICA,,,TORNEIRA BICA,TORNEIRA DE MESA PARA LAVATORIO BICA MOVEL CROMADA DN15
WOD-507,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA COZINHA,,,TORNEIRA COZINHA,TORNEIRA DE PAREDE PARA COZINHA CROMADA DN15
9ES-MWX,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA DE PAREDE PARA LAVATORIO CROMADA DN15 › 1178P61
VQ4-F7P,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA ESF P/JARDIM MET 1/2
6TE-3PD,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA FILTRO BEBEDOURO
82P-AN1,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA GR P/LAVATORIO PLAST BRANCA 1 DN15
4KW-7YB,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA JARDIM/PAREDE PRETO  1/2
OWB-EI4,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA JARDIM/PAREDE PRETO  3/4
3RK-NAI,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA MAQ/PAREDE CURTA 1/2
58R-TJ7,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA P/LAVATORIO MESA ABS 1/4 VOLTA DN15
95S-Y0H,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA P/LAVATORIO MESA ABS BRANCA SHB
820-9W1,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA P/LAVATORIO MESA ACAB AQUILA COM AREJADOR ARTICULAD
2W2-8W1,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PLÁSTICA,,,TORNEIRA PLÁSTICA,TORNEIRA P/LAVATORIO MESA PLASTICA BRANCA 1 DN15
71I-W47,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA PARA LAVATORIO J4 DN15
PXF-N4V,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA PARA TANQUE OU MAQUINA DE LAVAR J4 DN15
OM3-A0I,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA COZINHA,,,TORNEIRA COZINHA,TORNEIRA PLASTICA COZINHA ALAVANCA 1/2
HVM-PV2,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PLÁSTICA,,,TORNEIRA PLÁSTICA,TORNEIRA PLASTICA P/LAVATÓRIO 1/2
6MV-4A0,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PLÁSTICA,,,TORNEIRA PLÁSTICA,TORNEIRA PLASTICA PIA/LONGA COM CHUVEIRINHO 1/2
SVB-HW8,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PLÁSTICA,,,TORNEIRA PLÁSTICA,TORNEIRA PLASTICA TANQUE CURTA 10CM 1/2
303-DVF,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA PLÁSTICA,,,TORNEIRA PLÁSTICA,TORNEIRA PLASTICA TANQUE CURTA COM CHUVEIRINHO 1/2
U63-RGG,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA TANQUE/PAREDE 15CM 1/2 HERC
NUP-7QS,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA TANQUE/PAREDE BRANCA  CROSS10 CM 1/2
IMN-IN8,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA TANQUE/PAREDE BRANCA 15CM  1/2
BK6-DME,5 — Áreas molhadas,BANHEIRO,TORNEIRA,TORNEIRA,,,TORNEIRA,TORNEIRA TANQUE/PAREDE C/ALAVANCA 15 CM 1/2
2P8-Y3W,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,P/ PIA AMERICANA,3.1/2',VÁLVULA P/ PIA AMERICANA 3.1/2',VALVULA P/ PIA AMERICANA 3.1/2' TRAMONTINA
3H6-LQK,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,P/ TANQUE,,VÁLVULA P/ TANQUE,VALVULA P/ TANQUE ASTRA
AZL-N9X,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,PRATIKA PARA CUBA - DN32 BRANCA,1.1/4,VÁLVULA PRATIKA PARA CUBA - DN32 BRANCA 1.1/4,VALVULA PRATIKA PARA CUBA - DN32 BRANCA 1.1/4 JAPI
ER3-LA5,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,PRATIKA PARA CUBA - DN32 CROMADA,1.1/4,VÁLVULA PRATIKA PARA CUBA - DN32 CROMADA 1.1/4,VALVULA PRATIKA PARA CUBA - DN32 CROMADA 1.1/4 JAPI
SA2-C2D,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,P/ PIA AMERICANA,3.1/2',VÁLVULA P/ PIA AMERICANA 3.1/2',VALVULA P/ PIA AMERICANA 3.1/2' FRANKE
WEB-5EY,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,V8 P/ LAVATORIO,,VÁLVULA V8 P/ LAVATORIO,VALVULA V8 P/ LAVATORIO KRONA
WQH-1VI,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,V8 P/ LAVATORIO,,VÁLVULA V8 P/ LAVATORIO,VALVULA V8 P/ LAVATORIO VALEPLAST
ZCS-9VN,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,1.1/2,,VÁLVULA 1.1/2,VALVULA PLASTICA DE POCO 1.1/2 1.1/2 ASTRA
IO4-0ME,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,1.1/4,,VÁLVULA 1.1/4,VALVULA PLASTICA DE POCO 1.1/4 1.1/4 ASTRA
UYZ-5LQ,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,1,,VÁLVULA 1,VALVULA PLASTICA DE POCO 1 1 ASTRA
588-YUQ,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,VÁLVULA,3/4,,VÁLVULA 3/4,VALVULA PLASTICA DE POCO 3/4 3/4 ASTRA
JX8-AR7,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,VASO SANITARIO,CAIXA ACOPLADA,PARATI,VASO SANITARIO CAIXA ACOPLADA PARATI,VASO SANITARIO CAIXA ACOPLADA PARATI LOGASA
T79-QQI,5 — Áreas molhadas,BANHEIRO,METAIS SANITÁRIOS,VASO SANITARIO,CONVENCIONAL,,VASO SANITARIO CONVENCIONAL,VASO SANITARIO CONVENCIONAL
EXY-7OO,3 — Instalações brutas,HIDRAULICA_GERAL,HIDRÁULICA,BOCAL,DE PORCELANA,,BOCAL DE PORCELANA,BOCAL DE PORCELANA
B1U-LPW,7 — Instalação elétrica,PONTOS_ELETRICOS,MATERIAL ELÉTRICO,INTERRUPTOR,3TECLAS ILUMI,,INTERRUPTOR 3TECLAS ILUMI,INTERRUPTOR 3TECLAS ILUMI
K2H-HJV,7 — Instalação elétrica,PONTOS_ELETRICOS,MATERIAL ELÉTRICO,INTERRUPTOR,2 TECLA,ILUMIN,INTERRUPTOR 2 TECLA ILUMIN,INTERRUPTOR 2 TECLA ILUMIN
RI1-F4V,7 — Instalação elétrica,PONTOS_ELETRICOS,MATERIAL ELÉTRICO,INTERRUPTOR,1 TECLA,MECTRONIC,INTERRUPTOR 1 TECLA MECTRONIC,INTERRUPTOR 1 TECLA MECTRONIC
RDS-78R,7 — Instalação elétrica,PONTOS_ELETRICOS,MATERIAL ELÉTRICO,INTERRUPTOR + TOMADA,10A,BRANCA,INTERRUPTOR + TOMADA 10A BRANCA,INTERRUPTOR + TOMADA 10A BRANCA TRAMONTINA
