codigo_interno,categoria_atual,linha,produto_compra,eixo_a,eixo_b,novo_sku,h1,h2,h3,h4,h5,sku_atual
BVX-IU1,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,81x81,CLEANTEC SILVER,CERAM RETIF MATE 81x81 CLEANTEC SILVER,PISO,81x81,"CLEANTEC SILVER (1,97M²/CX)",,,"PISO 81x81 CLEANTEC SILVER (1,97M²/CX)"
CCT-7PE,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,CACAU,CERAM RETIF POL 66x66 CACAU,PISO,66x66,"CACAU RETIF POLIDO (2,18 M²/ CX)",,,"PISO 66x66 CACAU RETIF POLIDO (2,18 M²/ CX)"
CFA-A7W,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,50x50,ENDURO CREMA,CERAM BOLD SEMI 50x50 ENDURO CREMA,PISO,50x50,"SEM ENDURO CREMA  PEI 5 (CX 2,50 M²)",,,"PISO 50X50 SEM ENDURO CREMA  PEI 5 (CX 2,50 M²)"
CP4-YKZ,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,BAUXITA,CERAM BOLD ANTI 45x45 BAUXITA,PISO,45x45,"BAUXITA PEI 4 2,00M²/",,,"PISO 45x45 BAUXITA PEI 4 2,00M²/"
CRV-F57,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,SÃO TOME,CERAM BOLD ANTI 45x45 SÃO TOME,PISO,45x45,"SAO TOME (2,00 M²/ CX) PEI4 1337",,,"PISO 45x45 SAO TOME (2,00 M²/ CX) PEI4 1337"
CWL-WV3,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,BLUASTRA,CERAM RETIF POL 66x66 BLUASTRA,PISO,66x66,"BALASTRA POL (2,18 M²/CX)",,,"PISO 66x66 BALASTRA POL (2,18 M²/CX)"
CXZ-D0L,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,ONIX ICE,CERAM RETIF POL 66x66 ONIX ICE,PISO,66x66,"ONIX ICE POL (2,18 M²/CX)",,,"PISO 66x66 ONIX ICE POL (2,18 M²/CX)"
DRM-02X,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,DECORE BR,CERAM BOLD PARE 34x60 DECORE BR,PISO,34x60,"DECORE BR CX2,10M2 PEI",,,"PISO 34x60 DECORE BR CX2,10M2 PEI"
DU4-Y65,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,60x60,PEDRA FERRO,CERAM RETIF MATE 60x60 PEDRA FERRO,PISO,60x60,"ACT PEDRA FERRO  PEI 3 (CX 2,52 M²)",,,"PISO 60x60 ACT PEDRA FERRO  PEI 3 (CX 2,52 M²)"
E9N-5R1,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,50x50,ROYALE BR,CERAM BOLD SEMI 50x50 ROYALE BR,PISO,50x50,"ROYALE BR 50 EXT CX2,5M2",,,"PISO 50x50 ROYALE BR 50 EXT CX2,5M2"
EH2-H6H,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,POMPEI,CERAM RETIF POL 60x120 POMPEI,PISO,60x120,"POMPEI POL (2,16M²/ CX)",,,"PISO 60X120 POMPEI POL (2,16M²/ CX)"
EWA-6TT,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,32x45,BIANCO,CERAM BOLD PARE 32x45 BIANCO,PISO,32x45,"BRANCA BIANCO (2,00 M²/ CX) PEI3",,,"PISO 32x45 BRANCA BIANCO (2,00 M²/ CX) PEI3"
F9J-UXX,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,50x50,DUCALE,CERAM BOLD LISA 50x50 DUCALE,PISO,50x50,"DUCALE HD 50 (2,50 M²/ CX)",,,"PISO 50x50 DUCALE HD 50 (2,50 M²/ CX)"
FCA-Y27,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,66x66,CORTONA,CERAM RETIF MATE 66x66 CORTONA,PISO,66x66,"CORTONA ACT (2,18M²/ CX)",,,"PISO 66X66 CORTONA ACT (2,18M²/ CX)"
FCU-M6H,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,61x61,"ALAMEDA BG HD EXTRA(2,23 M²/ CX)","PISO 61x61 ALAMEDA BG HD EXTRA(2,23 M²/ CX)",PISO,61x61,"ALAMEDA BG HD EXTRA(2,23 M²/ CX)",,,"PISO 61x61 ALAMEDA BG HD EXTRA(2,23 M²/ CX)"
FE2-S6X,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN POLAR,CERAM RETIF POL 60x120 GRAN POLAR,PISO,60x120,"GRAN POLAR RT POL (2,16M²/ CX)",,,"PISO 60x120 GRAN POLAR RT POL (2,16M²/ CX)"
FJN-1PG,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,87x87,"CARBONO BLACK  POL (2,27 M²/CX)","PISO 87x87 CARBONO BLACK POL (2,27 M²/CX)",PISO,87x87,"CARBONO BLACK  POL (2,27 M²/CX)",,,"PISO 87x87 CARBONO BLACK  POL (2,27 M²/CX)"
FNN-8OB,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,20x120,PIEMONT,CERAM RETIF MATE 20x120 PIEMONT,PISO,20x120,"PIEMONT RT HD (1,68M² X CX)",,,"PISO 20x120 PIEMONT RT HD (1,68M² X CX)"
G63-CSJ,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,OLIVA RED,CERAM BOLD LISA 45x45 OLIVA RED,PISO,45x45,"OLIVA RED PEI 3 (2,00 M²/ CX)",,,"PISO 45X45 OLIVA RED PEI 3 (2,00 M²/ CX)"
GD4-LX1,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,MUNARI CZ,CERAM RETIF POL 66x66 MUNARI CZ,PISO,66x66,"MUNARI CONCRETO ACT (2,18M²/ CX)",,,"PISO 66x66 MUNARI CONCRETO ACT (2,18M²/ CX)"
GR1-WWS,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,CARVALHO,CERAM BOLD LISA 45x45 CARVALHO,PISO,45x45,"CARVALHO PEI 3 (2,00M² / CX)",,,"PISO 45X45 CARVALHO PEI 3 (2,00M² / CX)"
GW3-4QW,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,MACAU BR,CERAM BOLD LISA 45x45 MACAU BR,PISO,45x45,"MACAU BR PEI 4 (2,00M² / CX)",,,"PISO 45X45 MACAU BR PEI 4 (2,00M² / CX)"
H29-XM5,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,66x66,ARIES CZ,CERAM RETIF MATE 66x66 ARIES CZ,PISO,66x66,"ARIES CZ MATE ACET LD (2,18,M²/ CX)",,,"PISO 66X66 ARIES CZ MATE ACET LD (2,18,M²/ CX)"
H4C-I70,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,84x84,"CETUS CINZA PLUS AC LC  (2,81 M²/ CX)","PISO 84x84 CETUS CINZA PLUS AC LC (2,81 M²/ CX)",PISO,84x84,"CETUS CINZA PLUS AC LC  (2,81 M²/ CX)",,,"PISO 84x84 CETUS CINZA PLUS AC LC  (2,81 M²/ CX)"
H4Y-0QR,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,"BRANCO RT POLIDO CX2,","CERAM RETIF POL 60x120 BRANCO RT POLIDO CX2,",PISO,60x120,"BRANCO RT POLIDO CX2,",,,"PISO 60x120 BRANCO RT POLIDO CX2,"
HH2-RBI,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,CALCADA,CERAM BOLD ANTI 50x50 CALCADA,PISO,50x50,"ADR. CALCADA HD 50 PEI 3(2,50 M² / CX)",,,"PISO 50x50 ADR. CALCADA HD 50 PEI 3(2,50 M² / CX)"
HHU-1C9,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,NERO ELEVATO,CERAM RETIF POL 66x66 NERO ELEVATO,PISO,66x66,"NERO ELEVATO POL (2,18 M²/CX)",,,"PISO 66X66 NERO ELEVATO POL (2,18 M²/CX)"
HJK-AU9,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,TURIM BLACK,CERAM BOLD LISA 45x45 TURIM BLACK,PISO,45x45,"TURIM BLACK (2,00 M²/ CX) PEI2 5",,,"PISO 45x45 TURIM BLACK (2,00 M²/ CX) PEI2 5"
HO6-V57,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,OREON,CERAM BOLD PARE 34x60 OREON,PISO,34x60,"OREON BR 2,10M2 HD PEI3 5924D",,,"PISO 34x60 OREON BR 2,10M2 HD PEI3 5924D"
HRI-G36,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,FOLHA,CERAM BOLD PARE 34x60 FOLHA,PISO,34x60,"FOLHA HD (2,1 M²/CX)",,,"PISO 34X60 FOLHA HD (2,1 M²/CX)"
I0B-GHS,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,DUCALE,CERAM BOLD PARE 34x60 DUCALE,PISO,34x60,"DUCALE PEI 3 (2,10 M²/ CX)",,,"PISO 34x60 DUCALE PEI 3 (2,10 M²/ CX)"
I77-NUQ,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,33x60,"TROPICAL BLUE HD PEI 2 (CX 2,43 M²)","PISO 33x60 TROPICAL BLUE HD PEI 2 (CX 2,43 M²)",PISO,33x60,"TROPICAL BLUE HD PEI 2 (CX 2,43 M²)",,,"PISO 33x60 TROPICAL BLUE HD PEI 2 (CX 2,43 M²)"
IO6-73V,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,61x61,"ALAMEDA MARROM HD  PEI 4 (2,23 M²/ CX)","PISO 61x61 ALAMEDA MARROM HD PEI 4 (2,23 M²/ CX)",PISO,61x61,"ALAMEDA MARROM HD  PEI 4 (2,23 M²/ CX)",,,"PISO 61x61 ALAMEDA MARROM HD  PEI 4 (2,23 M²/ CX)"
IW6-HGQ,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,60x120,BOSSA CLARO,CERAM RETIF MATE 60x120 BOSSA CLARO,PISO,60x120,BOSSA CLARO MATE RT,,,PISO 60x120 BOSSA CLARO MATE RT
IZ2-S4O,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,FIORDO,CERAM RETIF POL 66x66 FIORDO,PISO,66x66,"FIORDO POL (2,18 M²/CX)",,,"PISO 66x66 FIORDO POL (2,18 M²/CX)"
JD4-C3N,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,BANDEIRANTE 46,CERAM BOLD ANTI 45x45 BANDEIRANTE 46,PISO,45x45,"BANDEIRANTE 46 (2,00M² / CX)",,,"PISO 45x45 BANDEIRANTE 46 (2,00M² / CX)"
JLJ-D5L,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,STREET,CERAM BOLD ANTI 50x50 STREET,PISO,50x50,"STREET ANTD (2,50M²/ CX)",,,"PISO 50x50 STREET ANTD (2,50M²/ CX)"
JNI-PL9,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,81x81,"LOMBARDIA BG MATE RET (1,97M²/ CX)","PISO 81x81 LOMBARDIA BG MATE RET (1,97M²/ CX)",PISO,81x81,"LOMBARDIA BG MATE RET (1,97M²/ CX)",,,"PISO 81x81 LOMBARDIA BG MATE RET (1,97M²/ CX)"
JPP-CV0,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,PLANALTO,CERAM BOLD ANTI 45x45 PLANALTO,PISO,45x45,"PLANALTO PEI 4 (2,00M² / CX)",,,"PISO 45X45 PLANALTO PEI 4 (2,00M² / CX)"
JYJ-1U7,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,50x50,BIANCO,CERAM BOLD LISA 50x50 BIANCO,PISO,50x50,"BIANCO 50 (2,50 M²/ CX)",,,"PISO 50x50 BIANCO 50 (2,50 M²/ CX)"
K3N-THM,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,45x45,CENTAURO BG,CERAM BOLD SEMI 45x45 CENTAURO BG,PISO,45x45,"CENTAURO BEGE 45 A PEI 5 CX ((2,00 M²/ CX))",,,"PISO 45x45 CENTAURO BEGE 45 A PEI 5 CX ((2,00 M²/ CX))"
KBX-D8M,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,43x43,LE BLANC,CERAM BOLD LISA 43x43 LE BLANC,PISO,43x43,"LE BLANC CX2,06M2 PEI",,,"PISO 43x43 LE BLANC CX2,06M2 PEI"
KGT-YW9,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,INTENSY,CERAM RETIF POL 66x66 INTENSY,PISO,66x66,"INTENSY POL (2,18 M²/CX)",,,"PISO 66x66 INTENSY POL (2,18 M²/CX)"
KHN-BM7,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,60x60,"ACT ARDASIA DARK GRAY  PEI 3 (CX 2,52 M²)","PISO 60x60 ACT ARDASIA DARK GRAY PEI 3 (CX 2,52 M²)",PISO,60x60,"ACT ARDASIA DARK GRAY  PEI 3 (CX 2,52 M²)",,,"PISO 60x60 ACT ARDASIA DARK GRAY  PEI 3 (CX 2,52 M²)"
KIG-EC0,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,CRISTAL MARROM,CERAM BOLD LISA 45x45 CRISTAL MARROM,PISO,45x45,"CRISTAL MARRROM (2,00 M²/ CX)",,,"PISO 45x45 CRISTAL MARRROM (2,00 M²/ CX)"
KN4-TWR,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,AZULEIJO PT,CERAM BOLD PARE 34x60 AZULEIJO PT,PISO,34x60,"AZULEJO PT HD  (CX 2,10 M²)",,,"PISO 34x60 AZULEJO PT HD  (CX 2,10 M²)"
L00-5DR,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,BEGE,CERAM RETIF POL 66x66 BEGE,PISO,66x66,BEGE RETIFICADO POLIDO,,,PISO 66x66 BEGE RETIFICADO POLIDO
L0Y-5D3,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,MURANO,CERAM BOLD ANTI 50x50 MURANO,PISO,50x50,"MURANO HD 50 EXT CX2,5",,,"PISO 50x50 MURANO HD 50 EXT CX2,5"
L15-KH8,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,32x66,BRANCO,CERAM RETIF POL 32x66 BRANCO,PISO,32x66,BRANCO RETIFICADO POLI,,,PISO 32x66 BRANCO RETIFICADO POLI
L19-TOS,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,PERSA BG,CERAM RETIF POL 60x120 PERSA BG,PISO,60x120,"PERSA BEGE POL (2,16M²/ CX)",,,"PISO 60X120 PERSA BEGE POL (2,16M²/ CX)"
LDO-L9N,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,45x45,SIZAL,CERAM BOLD SEMI 45x45 SIZAL,PISO,45x45,SIZAL,,,PISO 45x45 SIZAL
LS7-KWU,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,60x120,BLEND BG,CERAM RETIF MATE 60x120 BLEND BG,PISO,60x120,BLEND BEGE MATE RETIFICADO,,,PISO 60x120 BLEND BEGE MATE RETIFICADO
M1F-WKF,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,61x61,"PLENO PEI 4 (2,23M²/ CX)","PISO 61x61 PLENO PEI 4 (2,23M²/ CX)",PISO,61x61,"PLENO PEI 4 (2,23M²/ CX)",,,"PISO 61x61 PLENO PEI 4 (2,23M²/ CX)"
M5C-0UL,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF ANTI,60x120,ARENISA BG,CERAM RETIF ANTI 60x120 ARENISA BG,PISO,60x120,ARENISA BEGE GRANILHADO RT,,,PISO 60x120 ARENISA BEGE GRANILHADO RT
MDX-TJ2,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,83x83,"MIZAR POLIDO RT LB  (2,75 M²/ CX)","PISO 83x83 MIZAR POLIDO RT LB (2,75 M²/ CX)",PISO,83x83,"MIZAR POLIDO RT LB  (2,75 M²/ CX)",,,"PISO 83x83 MIZAR POLIDO RT LB  (2,75 M²/ CX)"
MF0-OSU,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,20x120,CABERNET,CERAM RETIF MATE 20x120 CABERNET,PISO,20x120,"CABERNET (1,68M²/ CX)",,,"PISO 20x120 CABERNET (1,68M²/ CX)"
MIG-0HB,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,ALECRIM,CERAM BOLD PARE 34x60 ALECRIM,PISO,34x60,"ALECRIM PEI 3 CX2,1M2",,,"PISO 34x60 ALECRIM PEI 3 CX2,1M2"
MVZ-4VA,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,60x60,"MARFIM PEI4 (2,50M/CX)","PISO 60x60 MARFIM PEI4 (2,50M/CX)",PISO,60x60,"MARFIM PEI4 (2,50M/CX)",,,"PISO 60x60 MARFIM PEI4 (2,50M/CX)"
N1S-8LN,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,CONCRETO,CERAM RETIF POL 60x120 CONCRETO,PISO,60x120,"CONCRETO RT POL (2,16M²/ CX)",,,"PISO 60x120 CONCRETO RT POL (2,16M²/ CX)"
N8J-ZTV,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,BRICK CZ RT,CERAM RETIF POL 60x120 BRICK CZ RT,PISO,60x120,BRICK CZ RT,,,PISO 60x120 BRICK CZ RT
NBB-SP1,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,66x66,MARMI DELUX,CERAM RETIF POL 66x66 MARMI DELUX,PISO,66x66,"MARMI DELUX POL (2,18 M²/CX)",,,"PISO 66x66 MARMI DELUX POL (2,18 M²/CX)"
NEJ-L2M,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,NEVADA,CERAM RETIF POL 60x120 NEVADA,PISO,60x120,"NEVADA RT POLIDO (2,16M²/ CX)",,,"PISO 60x120 NEVADA RT POLIDO (2,16M²/ CX)"
NIT-68J,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,81x81,CLEANTEC WHITE,CERAM RETIF MATE 81x81 CLEANTEC WHITE,PISO,81x81,"CLEANTEC WHITE ACT (1,97M²/CX)",,,"PISO 81x81 CLEANTEC WHITE ACT (1,97M²/CX)"
NPC-2YQ,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,50x50,VERONA CINZA,CERAM BOLD ANTI 50x50 VERONA CINZA,PISO,50x50,"VERONA CINZA  PEI 4 (CX 2,50 M²)",,,"PISO 50X50 VERONA CINZA  PEI 4 (CX 2,50 M²)"
O0E-RT7,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF BRILH,33X62,"CALM CRISTAL (1,64 M² / CX)","CERAM RETIF BRILH 33X62 CALM CRISTAL (1,64 M² / CX)",PISO,33X62,"CALM CRISTAL (1,64 M² / CX)",,,"PISO 33X62 CALM CRISTAL (1,64 M² / CX)"
O3L-JIG,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,50x50,PATINA MR,CERAM BOLD LISA 50x50 PATINA MR,PISO,50x50,"ACT PATINA MR  HD  PEI 4 (CX 2,50 M²)",,,"PISO 50x50 ACT PATINA MR  HD  PEI 4 (CX 2,50 M²)"
O5A-QZF,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,20x60,CASTANHO MATE,CERAM BOLD LISA 20x60 CASTANHO MATE,PISO,20x60,"CASTANHO HD MATE LD (1,46M²/ CX)",,,"PISO 20x60 CASTANHO HD MATE LD (1,46M²/ CX)"
OA1-K5P,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,60x120,"ESTATUTARIO POLIDO (2,16M²/ CX)","PISO 60x120 ESTATUTARIO POLIDO (2,16M²/ CX)",PISO,60x120,"ESTATUTARIO POLIDO (2,16M²/ CX)",,,"PISO 60X120 ESTATUTARIO POLIDO (2,16M²/ CX)"
OF9-IAZ,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN LIEGE OURO,CERAM RETIF POL 60x120 GRAN LIEGE OURO,PISO,60x120,"GRAN LIEGE OURO NERO POL (2,16 M²/CX)",,,"PISO 60x120 GRAN LIEGE OURO NERO POL (2,16 M²/CX)"
OJD-65G,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,FILETE 59,CERAM BOLD PARE 34x60 FILETE 59,PISO,34x60,FILETE 59 HD,,,PISO 34X60 FILETE 59 HD
OP8-W6W,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,83x83,CRATER,CERAM RETIF POL 83x83 CRATER,PISO,83x83,"CRATER POLIDO RT LB  (2,75 M²/ CX)",,,"PISO 83x83 CRATER POLIDO RT LB  (2,75 M²/ CX)"
OPT-1SM,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,50x50,TRAFEGO BR,CERAM BOLD SEMI 50x50 TRAFEGO BR,PISO,50x50,"TRAFEGO PEI 5 (2,5M²/ CX)",,,"PISO 50x50 TRAFEGO PEI 5 (2,5M²/ CX)"
OS8-CON,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,BRANCO ACT,CERAM BOLD LISA 45x45 BRANCO ACT,PISO,45x45,BRANCO ACETINADO PEI4,,,PISO 45x45 BRANCO ACETINADO PEI4
P24-OPW,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,84x84,"CETUS BEGE PLUZ AC LC  (2,81 M²/ CX)","PISO 84x84 CETUS BEGE PLUZ AC LC (2,81 M²/ CX)",PISO,84x84,"CETUS BEGE PLUZ AC LC  (2,81 M²/ CX)",,,"PISO 84x84 CETUS BEGE PLUZ AC LC  (2,81 M²/ CX)"
P44-7JV,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,66x66,SALON,CERAM RETIF MATE 66x66 SALON,PISO,66x66,"SALON MATE RT (2,18,M²/ CX)",,,"PISO 66X66 SALON MATE RT (2,18,M²/ CX)"
P9Q-ZPH,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,RIVIERA BG,CERAM BOLD LISA 45x45 RIVIERA BG,PISO,45x45,RIVIERA BEGE PE,,,PISO 45X45 RIVIERA BEGE PE
PPG-0LM,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,50X50,TRAGEGO BG,CERAM BOLD SEMI 50X50 TRAGEGO BG,PISO,45x45,"BURITI BEGE PEI 3 (2,00M²/ CX)",,,"PISO 45X45 BURITI BEGE PEI 3 (2,00M²/ CX)"
PPG-0LM,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD SEMI,50X50,TRAGEGO BG,CERAM BOLD SEMI 50X50 TRAGEGO BG,PISO,50X50,"TRAFEGO BEGE PEI 5 (2,00M²/ CX)",,,"PISO 50X50 TRAFEGO BEGE PEI 5 (2,00M²/ CX)"
PQM-Q2L,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,TURIM BLACK,CERAM BOLD PARE 34x60 TURIM BLACK,PISO,34x60,"TURIM BLACK CX2,10M2 E",,,"PISO 34x60 TURIM BLACK CX2,10M2 E"
PSV-4VS,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,61x61,"MORANA CLARO HD PEI 3 ( 2,23 M²/CX)","PISO 61x61 MORANA CLARO HD PEI 3 ( 2,23 M²/CX)",PISO,61x61,"MORANA CLARO HD PEI 3 ( 2,23 M²/CX)",,,"PISO 61x61 MORANA CLARO HD PEI 3 ( 2,23 M²/CX)"
Q04-N3F,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,APULIA,CERAM RETIF POL 60x120 APULIA,PISO,60x120,"APULIA POLIDO (2,16M²/ CX)",,,"PISO 60X120 APULIA POLIDO (2,16M²/ CX)"
QGL-88C,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD LISA,45x45,ORIGENS CLARO,CERAM BOLD LISA 45x45 ORIGENS CLARO,PISO,45x45,ORIGENS CLARO PEI 3,,,PISO 45x45 ORIGENS CLARO PEI 3
QKO-5SR,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF POL,60x120,GRAN PHOENIX,CERAM RETIF POL 60x120 GRAN PHOENIX,PISO,60x120,"GRAN PHOENIX RT POL (2,16M²/ CX)",,,"PISO 60x120 GRAN PHOENIX RT POL (2,16M²/ CX)"
QX9-BK1,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF ANTI,66x66,SOLO,CERAM RETIF ANTI 66x66 SOLO,PISO,66x66,"SOLO GRANILHADO (2,18M²/ CX)",,,"PISO 66x66 SOLO GRANILHADO (2,18M²/ CX)"
R8R-SQY,E - PISOS E REVESTIMENTOS,CERÂMICA RETIF,CERAM RETIF MATE,33x60,WHITE ABSOLUTE SATINY HD,CERAM RETIF MATE 33x60 WHITE ABSOLUTE SATINY HD,PISO,33x60,"WHITE ABSOLUTE SATINY HD PEI 2 (CX 2,34 M²)",,,"PISO 33x60 WHITE ABSOLUTE SATINY HD PEI 2 (CX 2,34 M²)"
RS6-URC,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD PARE,34x60,AQUARELA VERDE,CERAM BOLD PARE 34x60 AQUARELA VERDE,PISO,34x60,"AQUARELA VERDE (2,1 M²/CX)",,,"PISO 34x60 AQUARELA VERDE (2,1 M²/CX)"
RVP-1G7,E - PISOS E REVESTIMENTOS,CERÂMICA BOLD,CERAM BOLD ANTI,45x45,SAN LORENZO BG,CERAM BOLD ANTI 45x45 SAN LORENZO BG,PISO,45x45,"SAN LORENZO BG (2,00 M²/ CX) HD",,,"PISO 45x45 SAN LORENZO BG (2,00 M²/ CX) HD"
S3G-54S,E - PISOS E REVESTIMENTOS,PISOS E REVESTIMENTOS,PISO,61x61,"ESSENZA CZ PEI4 (2,23M²/ CX)","PISO 61x61 ESSENZA CZ PEI4 (2,23M²/ CX)",PISO,61x61,"ESSENZA CZ PEI4 (2,23M²/ CX)",,,"PISO 61x61 ESSENZA CZ PEI4 (2,23M²/ CX)"
